cameraID,Date,SnowCover,NDSImodis
X,12/28/18,1,58
X,10/16/18,0,0
X,10/17/18,0,0
X,1/9/19,1,64
X,1/11/19,1,59
X,1/14/19,1,84
X,1/18/19,1,87
X,1/20/19,1,63
X,1/29/19,1,77
X,10/19/18,0,0
X,10/27/18,0,0
X,11/29/19,1,69
X,11/30/19,1,86
X,12/7/19,1,63
X,12/11/19,1,72
X,1/10/20,1,74
X,4/1/19,1,34
X,3/29/19,1,53
X,10/16/18,0,0
X,11/23/18,1,51
X,11/26/18,1,53
X,12/4/18,0,48
X,12/11/18,1,62
X,12/12/18,1,63
X,1/1/19,1,67
X,1/5/19,1,77
X,1/6/19,1,66
X,1/10/19,1,73
X,1/11/19,1,62
X,1/14/19,1,70
X,1/17/19,1,76
X,1/18/19,1,77
X,1/21/19,1,68
X,2/28/19,1,71
X,3/20/19,1,74
X,3/20/19,1,77
X,3/23/19,1,65
X,1/6/20,1,35
X,1/8/20,1,45
X,1/10/20,1,64
X,11/6/19,0,27
X,10/10/18,0,0
X,10/16/18,0,0
X,10/22/18,0,0
X,10/27/18,0,0
X,10/28/18,0,0
X,11/23/18,1,40
X,11/26/18,1,28
X,11/27/18,1,38
X,12/5/18,0,24
X,12/12/18,1,64
X,12/23/18,1,63
X,1/11/19,1,47
X,1/14/19,1,44
X,1/17/19,1,67
X,1/18/19,1,51
X,1/20/19,1,55
X,1/6/19,1,57
X,10/13/19,0,0
X,10/25/19,0,0
X,12/18/19,1,62
X,1/3/20,1,18
X,1/4/20,1,10
X,1/6/20,1,27
X,1/8/20,1,23
X,1/10/20,1,43
X,1/16/20,1,25
X,11/6/19,0,18
X,11/6/19,0,0
X,10/19/18,0,0
X,10/25/18,0,0
X,10/27/18,0,0
X,11/12/18,0,32
X,10/3/18,0,0
X,11/18/18,0,39
X,11/23/18,0,27
X,11/24/18,1,12
X,11/27/18,1,19
X,11/27/18,1,41
X,12/4/18,0,53
X,12/5/18,0,53
X,12/11/18,1,61
X,12/12/18,1,50
X,1/6/19,1,68
X,1/11/19,1,63
X,1/14/19,1,41
X,1/17/19,1,73
X,1/18/19,1,85
X,10/16/18,0,0
X,11/30/19,1,70
X,11/30/19,1,75
X,12/4/19,1,47
X,12/7/19,0,72
X,12/11/19,0,39
X,12/18/19,1,87
X,10/23/19,0,13
X,10/25/19,0,40
X,10/29/19,1,0
X,3/31/19,1,27
X,10/5/19,0,0
X,10/13/19,0,0
X,10/14/19,0,0
X,10/27/19,0,0
X,10/28/19,0,0
X,10/29/19,0,0
X,1/4/20,1,17
X,1/4/20,1,0
X,3/31/19,1,11
X,10/6/19,0,0
X,10/13/19,0,10
X,10/14/19,0,15
X,10/27/19,0,0
X,10/28/19,0,0
X,10/29/19,0,0
X,10/31/19,0,0
X,11/30/19,1,52
X,1/10/20,1,41
X,3/31/19,1,0
X,10/6/19,0,0
X,10/13/19,0,12
X,10/14/19,0,10
X,10/28/19,0,0
X,10/31/19,0,0
X,11/30/19,1,42
X,11/30/19,1,59
X,10/27/18,0,0
X,12/27/18,1,79
X,10/28/18,0,0
X,12/30/18,1,63
X,1/1/19,1,76
X,1/6/19,1,76
X,1/10/19,1,51
X,1/21/19,1,46
X,11/18/18,1,0
X,11/22/18,0,0
X,11/23/18,1,13
X,11/27/18,1,32
X,10/23/18,0,0
X,10/23/18,0,0
X,12/4/18,0,0
X,12/5/18,0,0
X,12/9/18,1,60
X,10/25/18,0,0
X,12/11/18,1,65
X,10/5/19,0,35
X,10/14/19,0,0
X,10/28/19,0,11
X,11/6/19,0,0
X,11/30/19,1,27
X,11/30/19,1,60
X,12/2/19,1,47
X,1/29/20,1,39
X,1/20/20,0,11
X,10/23/18,0,0
X,10/25/18,0,0
X,12/9/18,1,86
X,12/11/18,1,73
X,1/6/19,1,78
X,1/10/19,1,55
X,1/14/19,1,54
X,1/17/19,1,64
X,10/28/18,0,0
X,2/2/20,1,64
X,11/30/19,1,68
X,11/30/19,1,71
X,12/27/19,1,81
X,12/27/19,1,80
X,1/4/20,1,74
X,3/31/19,0,0
X,10/13/19,0,11
X,10/14/19,0,0
X,10/27/19,0,0
X,11/6/19,1,10
X,11/30/19,1,35
X,11/30/19,1,40
X,12/2/19,1,48
X,12/11/19,0,29
X,1/3/20,1,25
X,10/25/18,0,0
X,10/28/18,0,0
X,11/17/18,0,43
X,11/18/18,0,0
X,11/23/18,0,10
X,11/27/18,1,41
X,12/5/18,0,65
X,12/8/18,1,64
X,12/9/18,1,89
X,12/27/18,1,81
X,1/3/19,1,53
X,1/18/19,1,83
X,3/11/19,1,63
X,3/19/19,1,77
X,3/19/19,1,80
X,3/21/19,1,77
X,3/25/19,1,63
X,3/29/19,1,31
X,10/14/19,0,0
X,11/6/19,0,0
X,12/8/19,1,52
X,12/8/19,1,44
X,12/27/19,1,70
X,12/27/19,1,72
X,1/12/20,1,50
X,1/16/20,1,44
X,1/24/20,1,0
X,1/29/20,1,66
X,2/4/20,1,54
X,2/7/20,1,17
X,10/28/19,0,38
X,10/31/19,0,26
X,10/25/18,0,0
X,10/27/18,0,0
X,10/28/18,0,0
X,12/4/18,1,11
X,12/5/18,0,27
X,12/9/18,1,53
X,12/28/18,1,53
X,1/14/19,1,52
X,1/18/19,1,63
X,1/6/19,1,60
X,3/23/19,1,68
X,3/11/19,1,66
X,3/18/19,1,77
X,3/19/19,1,72
X,10/5/19,0,0
X,10/14/19,0,0
X,2/2/20,1,42
X,10/31/19,0,0
X,11/6/19,0,18
X,11/6/19,0,18
X,12/27/19,1,66
X,1/19/20,0,0
X,3/8/19,1,65
X,3/11/19,1,50
X,3/18/19,1,61
X,3/19/19,1,66
X,3/23/19,1,60
X,3/29/19,1,0
X,3/31/19,0,11
X,10/5/19,0,0
X,10/14/19,0,0
X,10/28/19,0,21
X,10/29/19,0,0
X,10/31/19,0,0
X,12/28/18,1,56
X,10/23/18,0,0
X,10/23/18,0,0
X,1/6/19,1,58
X,1/9/19,1,49
X,1/14/19,1,37
X,1/18/19,1,56
X,10/25/18,0,0
X,10/28/18,0,0
X,11/26/18,1,22
X,11/27/18,1,39
X,12/3/18,0,76
X,12/4/18,1,36
X,12/5/18,0,42
X,12/9/18,1,92
X,12/11/18,1,69
X,10/12/19,0,0
X,10/14/19,0,0
X,10/29/19,0,0
X,10/31/19,0,0
X,12/8/19,1,41
X,12/8/19,1,25
X,1/4/20,1,47
X,1/8/20,1,17
X,1/10/20,1,56
X,11/6/19,1,34
X,10/25/18,0,0
X,10/27/18,0,0
X,10/28/18,0,0
X,11/12/18,1,29
X,11/18/18,0,24
X,11/25/18,0,30
X,11/26/18,0,43
X,11/27/18,1,20
X,12/4/18,1,41
X,12/5/18,0,36
X,12/9/18,1,85
X,12/11/18,1,56
X,12/28/18,1,59
X,1/6/19,1,55
X,1/18/19,1,63
X,1/21/19,1,56
X,2/5/19,1,70
X,2/11/19,1,55
X,2/23/19,1,56
X,2/28/19,1,61
X,3/10/19,1,62
X,3/11/19,1,55
X,3/18/19,1,61
X,3/19/19,1,62
X,3/20/19,1,59
X,3/21/19,1,64
X,3/25/19,1,51
X,3/31/19,1,21
X,10/23/18,0,0
X,12/5/18,0,34
X,12/8/18,1,77
X,10/25/18,0,0
X,12/28/18,1,52
X,10/27/18,0,0
X,1/18/19,1,71
X,12/28/18,1,43
X,1/6/19,1,37
X,10/25/18,0,0
X,10/27/18,0,0
X,1/18/19,1,33
X,1/21/19,1,51
X,10/28/18,0,0
X,2/28/19,1,47
X,3/8/19,1,67
X,3/18/19,1,60
X,3/19/19,1,52
X,3/21/19,1,57
X,11/12/18,1,20
X,11/18/18,1,0
X,11/22/18,0,0
X,11/27/18,0,29
X,12/4/18,1,0
X,12/5/18,0,11
X,12/8/18,1,58
X,12/9/18,1,71
X,1/3/20,1,18
X,10/5/19,0,0
X,10/6/19,0,0
X,10/14/19,0,0
X,10/29/19,0,0
X,10/31/19,0,0
X,11/6/19,1,21
X,11/30/19,1,49
X,11/30/19,1,64
X,1/21/19,1,46
X,10/27/18,0,0
X,10/28/18,0,0
X,11/27/18,0,0
X,12/4/18,0,0
X,12/5/18,0,0
X,12/9/18,1,77
X,12/23/18,1,36
X,12/28/18,1,39
X,12/30/18,1,39
X,10/5/19,0,0
X,10/14/19,0,0
X,10/29/19,0,0
X,10/31/19,0,0
X,12/7/19,0,0
X,1/3/20,1,0
X,1/4/20,1,0
X,1/8/20,1,16
X,1/10/20,1,57
X,1/12/20,1,11
X,1/22/20,1,0
X,1/24/20,1,0
X,12/4/18,0,0
X,12/5/18,0,28
X,12/9/18,1,50
X,12/11/18,0,40
X,12/28/18,1,78
X,12/30/18,1,51
X,1/21/19,1,56
X,10/28/18,0,0
X,10/12/19,0,20
X,10/14/19,0,28
X,10/31/19,0,19
X,11/6/19,1,55
X,10/22/18,0,0
X,10/27/18,0,0
X,12/28/18,1,77
X,10/28/18,0,0
X,1/14/19,1,44
X,1/14/19,1,82
X,1/18/19,1,54
X,2/19/19,1,61
X,10/23/18,0,0
X,10/25/18,0,0
X,11/25/18,1,32
X,12/4/18,0,31
X,3/20/19,1,44
X,3/25/19,1,36
X,3/29/19,1,24
X,3/30/19,1,46
X,10/27/18,0,0
X,10/28/18,0,0
X,11/18/18,0,0
X,11/27/18,1,17
X,12/4/18,0,0
X,12/5/18,0,21
X,1/21/19,1,53
X,12/28/18,1,51
X,12/30/18,1,39
X,10/5/19,0,0
X,10/14/19,0,0
X,10/29/19,0,0
X,10/30/19,0,13
X,10/31/19,0,0
X,12/2/19,1,47
X,12/4/19,1,24
X,12/8/19,1,60
X,12/8/19,1,10
X,11/6/19,1,13
X,12/25/19,0,27
X,1/4/20,0,17
X,1/8/20,0,0
X,1/16/20,0,24
X,1/19/20,0,0
X,1/20/20,0,0
X,1/22/20,0,0
X,10/27/18,0,0
X,11/18/18,0,15
X,12/4/18,0,12
X,12/5/18,1,25
X,12/11/18,0,19
X,10/28/18,0,0
X,12/28/18,1,54
X,3/31/19,1,0
X,3/28/19,1,0
X,3/28/19,1,0
X,3/29/19,1,0
X,10/5/19,0,0
X,10/12/19,0,0
X,10/14/19,0,0
X,12/4/19,0,27
X,12/8/19,1,31
X,1/3/20,0,11
X,1/8/20,0,10
X,1/12/20,0,13
X,1/16/20,0,22
X,1/20/20,0,0
X,1/2/19,1,72
X,1/17/19,1,82
X,1/20/19,1,72
X,10/16/18,0,0
X,1/29/19,1,72
X,10/7/18,0,17
X,11/26/18,1,70
X,11/27/18,1,61
X,12/5/18,0,62
X,12/10/18,1,65
X,12/11/18,1,74
X,12/12/18,1,76
X,12/14/18,1,74
X,10/27/18,0,0
X,10/28/18,0,0
X,11/18/18,0,25
X,11/22/18,0,34
X,12/4/18,0,27
X,12/5/18,0,29
X,12/11/18,0,35
X,12/28/18,1,50
X,12/30/18,1,60
X,10/5/19,0,0
X,10/14/19,0,0
X,1/8/20,0,25
X,1/10/20,0,48
X,1/16/20,0,30
X,11/29/19,0,39
X,11/30/19,0,51
X,12/4/19,0,36
X,12/7/19,1,38
X,12/25/19,0,49
X,12/25/19,0,81
X,12/26/19,0,51
X,1/6/18,1,67
X,1/26/18,1,54
X,2/2/18,1,65
X,2/13/18,1,71
X,2/17/18,1,66
X,2/21/18,1,57
X,2/22/18,1,68
X,3/10/18,1,64
X,3/17/18,1,62
X,3/22/18,1,73
X,3/29/18,1,61
X,3/31/18,1,60
X,10/4/18,0,0
X,10/9/18,0,0
X,10/3/18,0,0
X,10/7/18,0,0
X,10/18/18,0,0
X,10/13/19,0,0
X,10/23/19,0,0
X,10/27/19,0,0
X,10/28/19,0,11
X,10/29/19,0,0
X,10/30/19,0,15
X,11/29/19,1,76
X,11/30/19,1,76
X,12/2/19,1,78
X,12/4/19,1,75
X,12/7/19,0,27
X,12/11/19,1,26
X,12/26/19,0,41
X,1/3/20,0,11
X,1/4/20,0,12
X,10/6/19,0,0
X,10/7/19,0,0
X,10/22/18,0,0
X,11/26/18,1,56
X,11/27/18,0,56
X,11/28/18,0,44
X,12/5/18,1,45
X,12/10/18,1,74
X,12/12/18,1,71
X,3/27/19,1,65
X,3/31/19,1,34
X,10/6/19,0,0
X,10/7/19,0,0
X,10/13/19,0,0
X,11/6/19,0,22
X,10/18/18,0,0
X,11/18/18,0,21
X,11/26/18,0,44
X,11/27/18,1,39
X,11/28/18,1,56
X,12/5/18,0,46
X,12/10/18,1,90
X,12/11/18,1,66
X,12/12/18,1,72
X,10/23/18,0,0
X,10/28/18,0,0
X,3/10/19,1,70
X,3/11/19,1,76
X,3/19/19,1,74
X,3/20/19,1,75
X,2/28/19,1,69
X,3/23/19,1,51
X,3/2/19,1,58
X,10/4/19,0,0
X,10/27/19,0,0
X,10/29/19,0,0
X,10/30/19,0,21
X,11/4/19,0,0
X,11/5/19,0,12
X,11/29/19,1,79
X,11/30/19,1,79
X,10/13/19,0,0
X,10/6/19,0,0
X,12/7/19,1,35
X,10/7/19,0,0
X,10/22/18,0,0
X,10/23/18,0,0
X,10/28/18,0,0
X,11/27/18,1,43
X,11/28/18,0,17
X,12/5/18,0,40
X,12/10/18,1,68
X,12/11/18,1,52
X,12/12/18,1,61
X,3/11/19,1,50
X,3/20/19,1,64
X,3/2/19,1,29
X,10/4/19,0,0
X,12/7/19,1,53
X,10/6/19,0,0
X,11/5/19,0,19
X,10/7/19,0,0
X,11/29/19,1,73
X,11/30/19,1,76
X,12/4/19,1,40
X,12/6/19,1,43
X,10/19/18,0,0
X,10/25/18,0,0
X,10/27/18,0,0
X,12/9/18,1,86
X,12/12/18,1,76
X,12/28/18,1,52
X,1/1/19,1,81
X,1/14/19,1,52
X,1/16/19,1,60
X,1/18/19,1,72
X,1/20/19,1,71
X,1/21/19,1,75
X,3/3/19,1,67
X,10/3/18,0,0
X,10/14/19,0,0
X,10/31/19,0,0
X,1/4/20,1,52
X,3/31/19,0,0
X,10/28/19,1,14
X,11/6/19,0,0
X,12/18/19,0,73
X,10/3/18,0,0
X,10/10/18,0,0
X,10/11/18,0,0
X,3/31/19,0,0
X,1/6/19,1,70
X,1/11/19,1,56
X,1/16/19,1,63
X,1/18/19,1,79
X,1/21/19,1,78
X,2/28/19,1,51
X,3/1/19,1,48
X,3/3/19,1,54
X,3/29/19,1,33
X,12/9/18,1,90
X,12/11/18,1,86
X,12/12/18,1,62
X,10/5/19,0,0
X,10/6/19,0,0
X,10/13/19,0,0
X,10/31/19,0,15
X,10/13/19,0,0
X,10/14/19,0,0
X,10/23/19,0,40
X,10/29/19,0,0
X,3/8/19,1,64
X,3/10/19,1,57
X,3/11/19,1,59
X,3/18/19,1,65
X,3/19/19,1,66
X,3/21/19,1,58
X,10/5/19,0,0
X,10/12/19,0,15
X,10/14/19,0,0
X,10/29/19,0,0
X,10/31/19,0,0
X,11/26/18,0,34
X,12/4/18,1,28
X,12/5/18,0,30
X,12/9/18,0,62
X,12/11/18,0,26
X,12/27/18,1,73
X,1/1/19,1,55
X,1/14/19,1,43
X,10/25/18,0,0
X,1/21/19,1,66
X,2/23/19,1,53
X,10/27/18,0,0
X,10/28/18,0,0
X,3/25/19,1,36
X,3/27/19,1,32
X,3/29/19,1,29
X,10/28/18,1,0
X,11/18/18,0,0
X,11/27/18,0,16
X,12/5/18,0,10
X,12/8/18,1,57
X,12/9/18,1,65
X,12/27/18,1,59
X,12/28/18,1,63
X,1/1/19,1,72
X,1/17/19,1,62
X,10/25/18,0,0
X,10/27/18,0,0
X,2/23/19,1,72
X,3/1/19,1,70
X,3/1/19,1,74
X,3/21/19,1,80
X,2/15/19,1,77
X,11/18/18,0,17
X,12/3/18,0,55
X,12/4/18,0,14
X,12/5/18,0,31
X,12/11/18,0,17
X,12/28/18,1,49
X,1/21/19,1,44
X,2/5/19,1,48
X,2/19/19,1,45
X,3/19/19,1,34
X,3/27/19,1,0
X,3/28/19,1,0
X,2/23/19,1,49
X,12/9/18,0,13
X,12/28/18,1,61
X,1/6/19,1,24
X,3/23/19,1,16
X,3/29/19,1,0
X,10/25/18,0,0
X,10/27/18,0,0
X,10/28/18,0,0
X,11/18/18,0,0
X,11/22/18,0,10
X,11/25/18,0,10
X,11/26/18,0,43
X,12/4/18,0,0
X,12/5/18,0,13
X,11/18/18,0,0
X,12/4/18,1,0
X,12/5/18,0,0
X,12/9/18,1,89
X,12/11/18,1,56
X,3/11/19,1,66
X,3/19/19,1,75
X,3/19/19,1,74
X,3/21/19,1,78
X,3/27/19,1,58
X,10/5/19,0,0
X,10/14/19,0,0
X,10/29/19,1,0
X,11/6/19,1,29
X,1/10/20,1,55
X,1/12/20,0,0
X,1/16/20,0,43
X,1/19/20,0,0
X,1/20/20,0,0
X,1/22/20,0,0
X,1/24/20,0,0
X,1/29/20,1,68
X,10/5/19,0,0
X,11/6/19,1,24
X,12/8/19,1,21
X,1/10/20,1,52
X,1/12/20,1,28
X,1/16/20,0,0
X,1/20/20,0,0
X,1/22/20,0,0
X,11/29/19,1,52
X,12/4/18,0,22
X,12/5/18,0,39
X,12/24/18,1,73
X,12/28/18,1,65
X,12/30/18,1,59
X,1/1/19,1,59
X,1/6/19,1,64
X,1/18/19,1,54
X,1/19/19,1,51
X,1/21/19,1,64
X,11/18/18,0,17
X,12/4/18,0,11
X,12/5/18,0,14
X,12/11/18,0,28
X,12/28/18,1,54
X,12/30/18,1,55
X,1/6/19,1,54
X,1/21/19,1,57
X,10/14/19,0,11
X,10/28/19,0,0
X,10/31/19,1,0
X,12/4/19,1,26
X,12/7/19,1,27
X,1/4/20,0,24
X,1/8/20,0,28
X,1/10/20,1,71
X,11/6/19,1,24
X,1/12/20,0,17
X,1/16/20,0,11
X,1/19/20,1,19
X,1/20/20,0,0
X,1/22/20,0,0
X,1/24/20,0,0
X,11/29/19,1,66
X,11/30/19,1,61
X,11/18/18,1,0
X,12/4/18,1,18
X,12/5/18,0,25
X,12/11/18,0,0
X,12/28/18,1,43
X,1/18/19,1,49
X,1/21/19,1,45
X,2/16/19,1,43
X,3/27/19,1,0
X,3/28/19,1,0
X,3/29/19,1,0
X,1/10/20,1,70
X,1/16/20,0,0
X,1/22/20,0,0
X,11/29/19,1,60
X,12/27/19,1,45
X,12/4/18,0,48
X,12/5/18,0,48
X,12/10/18,1,49
X,12/11/18,1,72
X,12/28/18,1,62
X,12/30/18,1,47
X,3/25/19,1,36
X,3/27/19,0,28
X,3/21/19,1,51
X,3/19/19,1,60
X,3/23/19,1,32
